L_Scene,R_Scene,L_Pts,R_Pts
9042.jpg,P217.jpg,0 Points,5 Points
5533.jpg,5626.jpg,3 Points,2 Points
7260.jpg,8280.jpg,5 Points,3 Points
5950.jpg,3068.jpg,0 Points,5 Points
1660.jpg,8040.jpg,2 Points,1 Point
2690.jpg,7090.jpg,1 Point,4 Points
2276.jpg,1930.jpg,3 Points,1 Point
9911.jpg,9570.jpg,5 Points,0 Points
4250.jpg,2499.jpg,5 Points,3 Points
9040.jpg,7010.jpg,3 Points,2 Points
3550.jpg,9270.jpg,2 Points,0 Points
7281.jpg,9920.jpg,0 Points,5 Points
1300.jpg,3000.jpg,2 Points,5 Points
6314.jpg,3069.jpg,2 Points,3 Points
2270.jpg,1303.jpg,2 Points,0 Points
7150.jpg,2850.jpg,2 Points,3 Points
1810.jpg,2616.jpg,3 Points,4 Points
9433.jpg,7183.jpg,1 Point,4 Points
9560.jpg,1302.jpg,1 Point,3 Points
6415.jpg,6230.jpg,2 Points,3 Points
9331.jpg,3150.jpg,2 Points,1 Point
1040.jpg,7096.jpg,0 Points,5 Points
8033.jpg,4534.jpg,3 Points,0 Points
7495.jpg,5622.jpg,1 Points,4 Points
7490.jpg,8021.jpg,2 Points,4 Points
9622.jpg,7006.jpg,2 Points,3 Points
8230.jpg,9252.jpg,5 Points,1 Point
5450.jpg,9253.jpg,5 Points,0 Points
2440.jpg,7187.jpg,4 Points,1 Point
2053.jpg,1932.jpg,4 Points,1 Points
9410.jpg,9402.jpg,0 Points,2 Points
7560.jpg,9530.jpg,4 Points,1 Point
1070.jpg,3063.jpg,2 Points,5 Points
6313.jpg,7500.jpg,3 Points,2 Points
4613.jpg,1610.jpg,4 Points,0 Points
2515.jpg,1942.jpg,4 Points,1 Points
3010.jpg,9520.jpg,5 Points,3 Points
6370.jpg,9921.jpg,4 Points,1 Points
2516.jpg,7820.jpg,4 Points,0 Points
5532.jpg,2214.jpg,2 Points,3 Points
